PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;OPLEIDINGSFASE ACTUEEL;2013 MAN;2013 VROUW;2014 MAN;2014 VROUW;2015 MAN;2015 VROUW;2016 MAN;2016 VROUW;2017 MAN;2017 VROUW
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);69305;M Forensic Psychology;voltijd onderwijs;master;2;47;2;47;4;50;8;46;9;38
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);69315;M Sustainability Science and Policy;voltijd onderwijs;master;11;11;9;7;19;29;21;38;15;39
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60006;M Mental Health;deeltijd onderwijs;master;0;11;0;9;1;10;0;12;2;10
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60006;M Mental Health;voltijd onderwijs;master;12;61;16;114;25;92;17;92;15;92
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60007;M Work, Health and Career;deeltijd onderwijs;master;2;0;2;0;0;4;0;4;0;3
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60007;M Work, Health and Career;voltijd onderwijs;master;2;16;4;13;3;15;5;14;4;22
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60011;M Epidemiology;deeltijd onderwijs;master;1;3;2;3;1;3;1;0;1;1
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60011;M Epidemiology;voltijd onderwijs;master;6;7;10;5;6;12;6;8;5;12
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60120;M Health Sciences (research);voltijd onderwijs;master;5;16;8;17;8;19;8;26;8;25
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60121;M Cognitive and Clinical Neuroscience (research);voltijd onderwijs;master;53;112;60;122;63;127;54;152;60;167
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60379;M Governance and Leadership in European Public Health;voltijd onderwijs;master;5;16;8;12;6;26;4;30;6;29
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60460;M Healthcare Policy, Innovation and Management;deeltijd onderwijs;master;9;15;7;16;12;20;7;18;9;18
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60460;M Healthcare Policy, Innovation and Management;voltijd onderwijs;master;21;43;28;49;26;47;43;62;40;80
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60461;M Health Education and Promotion;deeltijd onderwijs;master;0;13;1;13;2;20;4;17;2;22
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60461;M Health Education and Promotion;voltijd onderwijs;master;1;29;6;44;4;46;5;42;15;42
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60462;M Bewegingswetenschappen;deeltijd onderwijs;master;13;6;16;10;15;14;17;8;14;5
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60462;M Bewegingswetenschappen;voltijd onderwijs;master;17;17;38;19;20;25;23;19;22;28
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60463;M Sports and Physical Activity Interventions;deeltijd onderwijs;master;1;2;1;2;0;1;0;0;0;0
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60463;M Sports and Physical Activity Interventions;voltijd onderwijs;master;8;9;2;2;1;0;1;0;0;0
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60512;M Health Food Innovation Management;voltijd onderwijs;master;14;49;20;63;20;61;22;56;22;69
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);66551;M Geneeskunde;voltijd onderwijs;master;322;608;346;605;337;657;324;660;314;677
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);66585;M Arts - Klinisch Onderzoeker (research);voltijd onderwijs;master;62;95;69;115;67;129;56;146;51;159
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);66902;M Global Health;voltijd onderwijs;master;20;58;18;67;34;102;30;133;41;126
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;natuur;n.v.t. (natuur);60955;M Biobased Materials;voltijd onderwijs;master;0;0;0;0;2;4;8;5;13;5
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;natuur;n.v.t. (natuur);60956;M Systems Biology;voltijd onderwijs;master;0;0;0;0;2;1;4;3;7;4
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;recht;n.v.t. (recht);60017;M European Law School;voltijd onderwijs;master;41;66;49;65;49;73;46;75;42;78
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;recht;n.v.t. (recht);60168;M International Laws;voltijd onderwijs;master;9;28;11;24;15;28;7;31;7;29
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;recht;n.v.t. (recht);60169;M Recht en Arbeid;voltijd onderwijs;master;19;36;18;40;24;35;13;29;11;35
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;recht;n.v.t. (recht);60170;M Globalisation and Law;voltijd onderwijs;master;68;130;68;124;85;132;81;138;96;167
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;recht;n.v.t. (recht);60171;M Forensica, Criminologie en Rechtspleging;voltijd onderwijs;master;33;121;38;124;28;122;22;104;27;91
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;recht;n.v.t. (recht);60459;M International and European Tax Law;voltijd onderwijs;master;18;25;26;25;53;26;40;38;40;45
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;recht;n.v.t. (recht);66451;M Nederlands recht;voltijd onderwijs;master;92;165;81;143;76;145;91;154;70;153
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;recht;n.v.t. (recht);66827;M Fiscaal Recht;voltijd onderwijs;master;78;40;81;41;74;43;65;50;64;49
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;taal en cultuur;n.v.t. (taal en cultuur);60002;M European Studies on Society, Science and Technology;voltijd onderwijs;master;1;0;0;0;0;0;0;0;0;0
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;taal en cultuur;n.v.t. (taal en cultuur);60016;M Cultuur-en Wetenschapsstudies;voltijd onderwijs;master;3;0;0;0;0;0;0;0;0;0
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;taal en cultuur;n.v.t. (taal en cultuur);60087;M Kunst- & cultuurwetenschappen;voltijd onderwijs;master;19;87;23;87;23;78;18;66;23;71
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;taal en cultuur;n.v.t. (taal en cultuur);60114;M Cultuurbeleid,-beheer en -behoud;voltijd onderwijs;master;1;4;0;0;0;0;0;0;0;0
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;taal en cultuur;n.v.t. (taal en cultuur);60284;M Europese Studies;voltijd onderwijs;master;6;10;8;15;13;8;10;11;7;12
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;taal en cultuur;n.v.t. (taal en cultuur);60341;M Cultures of Arts, Science and Technology (research);voltijd onderwijs;master;0;2;0;0;0;0;0;0;0;0
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;taal en cultuur;n.v.t. (taal en cultuur);60829;M Kunst- & cultuurwetenschappen (research);voltijd onderwijs;master;8;9;5;8;6;8;4;3;8;6
Limburg;0935;MAASTRICHT;reguliere inst.;master;21PJ;Universiteit Maastricht;taal en cultuur;n.v.t. (taal en cultuur);60830;M Mediastudies;voltijd onderwijs;master;3;14;2;20;4;16;4;11;6;16
Noord-Brabant;0758;BREDA;reguliere inst.;bachelor;21UI;NHTV Internationale Hogeschool Breda;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50756;B Vrijetijdwetenschappen;voltijd onderwijs;bachelor;18;37;12;40;13;40;15;52;11;36
Noord-Brabant;0758;BREDA;reguliere inst.;bachelor;21UI;NHTV Internationale Hogeschool Breda;sectoroverstijgend;sectoroverstijgend;55001;B Tourism (joint degree);voltijd onderwijs;bachelor;5;15;0;0;1;0;1;0;1;0
Noord-Brabant;0758;BREDA;reguliere inst.;master;21UI;NHTV Internationale Hogeschool Breda;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60078;M Leisure Studies;voltijd onderwijs;master;0;0;7;15;7;14;5;6;5;21
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);50441;B Industrial Design;voltijd onderwijs;bachelor;178;91;187;111;177;139;142;110;279;243
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);50441;B Industrial Design;voltijd onderwijs;propedeuse bachelor;116;78;98;66;99;83;126;136;40;50
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);55018;B Data Science (joint degree);voltijd onderwijs;bachelor;0;0;0;0;0;0;0;0;42;8
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);55018;B Data Science (joint degree);voltijd onderwijs;propedeuse bachelor;0;0;0;0;0;0;42;8;20;5
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56226;B Biomedische Technologie;deeltijd onderwijs;bachelor;0;0;0;0;1;0;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56226;B Biomedische Technologie;voltijd onderwijs;bachelor;104;68;113;101;122;137;138;168;275;334
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56226;B Biomedische Technologie;voltijd onderwijs;propedeuse bachelor;145;111;183;156;191;180;183;217;66;63
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56265;B Technische Innovatiewetenschappen;deeltijd onderwijs;bachelor;0;0;0;0;1;0;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56265;B Technische Innovatiewetenschappen;voltijd onderwijs;bachelor;67;33;96;43;113;70;148;82;225;165
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56265;B Technische Innovatiewetenschappen;voltijd onderwijs;propedeuse bachelor;112;56;148;70;154;80;148;87;71;33
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56951;B Bouwkunde;deeltijd onderwijs;bachelor;1;0;0;0;0;0;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56951;B Bouwkunde;voltijd onderwijs;bachelor;413;140;324;138;257;125;211;108;297;188
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56951;B Bouwkunde;voltijd onderwijs;propedeuse bachelor;221;111;173;98;151;101;132;107;52;45
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56953;B Electrical Engineering;deeltijd onderwijs;bachelor;12;0;8;1;7;0;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56953;B Electrical Engineering;voltijd onderwijs;bachelor;137;17;188;22;207;12;260;35;544;55
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56953;B Electrical Engineering;voltijd onderwijs;propedeuse bachelor;266;12;283;18;421;33;408;21;167;7
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56960;B Scheikundige Technologie;deeltijd onderwijs;bachelor;0;1;0;0;0;0;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56960;B Scheikundige Technologie;voltijd onderwijs;bachelor;131;22;133;28;103;31;135;40;212;71
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56960;B Scheikundige Technologie;voltijd onderwijs;propedeuse bachelor;103;27;102;33;125;40;104;36;33;14
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56962;B Technische Natuurkunde;deeltijd onderwijs;propedeuse bachelor;1;0;0;0;0;0;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56962;B Technische Natuurkunde;voltijd onderwijs;bachelor;127;8;127;14;169;26;221;30;380;53
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56962;B Technische Natuurkunde;voltijd onderwijs;propedeuse bachelor;163;24;240;28;260;24;261;29;130;16
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56964;B Technische Informatica;deeltijd onderwijs;bachelor;0;0;1;0;0;0;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56964;B Technische Informatica;voltijd onderwijs;bachelor;167;8;186;17;216;19;281;30;562;80
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56964;B Technische Informatica;voltijd onderwijs;propedeuse bachelor;169;10;239;17;276;34;359;50;131;19
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56965;B Technische Wiskunde;deeltijd onderwijs;bachelor;1;1;1;1;0;0;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56965;B Technische Wiskunde;voltijd onderwijs;bachelor;45;12;48;18;54;18;57;21;129;55
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56965;B Technische Wiskunde;voltijd onderwijs;propedeuse bachelor;51;21;72;22;83;38;116;58;62;30
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56966;B Werktuigbouwkunde;deeltijd onderwijs;bachelor;1;0;0;0;0;0;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56966;B Werktuigbouwkunde;voltijd onderwijs;bachelor;379;27;373;22;354;25;440;28;766;62
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56966;B Werktuigbouwkunde;voltijd onderwijs;propedeuse bachelor;340;23;381;29;408;35;412;32;119;11
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56994;B Technische Bedrijfskunde;voltijd onderwijs;bachelor;295;75;372;102;393;111;420;125;648;191
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56994;B Technische Bedrijfskunde;voltijd onderwijs;propedeuse bachelor;323;73;320;77;315;91;283;83;109;25
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60331;M Embedded Systems;voltijd onderwijs;master;77;5;87;10;127;20;129;24;146;25
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60337;M Construction Management and Engineering;voltijd onderwijs;master;49;18;68;29;73;38;64;33;73;25
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60344;M Medical Engineering;voltijd onderwijs;master;31;24;32;24;30;25;29;36;27;54
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60347;M Industrial and Applied Mathematics;voltijd onderwijs;master;35;14;51;16;62;17;76;31;72;26
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60353;M Electrical Engineering;deeltijd onderwijs;master;5;0;10;0;11;1;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60353;M Electrical Engineering;voltijd onderwijs;master;177;20;203;37;207;42;218;41;216;41
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60359;M Systems and Control;voltijd onderwijs;master;43;4;58;4;81;3;101;11;109;10
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60428;M Automotive Technology;voltijd onderwijs;master;72;0;110;0;145;1;153;4;134;3
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60430;M Innovation Management;voltijd onderwijs;master;156;20;151;20;154;33;145;38;154;36
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60431;M Human-technology Interaction;voltijd onderwijs;master;37;26;38;32;42;37;45;54;62;61
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60432;M Business Information Systems;voltijd onderwijs;master;45;9;44;14;55;19;54;21;55;18
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60434;M Architecture, Building and Planning;deeltijd onderwijs;master;0;2;3;1;2;0;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60434;M Architecture, Building and Planning;voltijd onderwijs;master;613;225;668;226;616;217;511;201;418;203
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60436;M Applied Physics;deeltijd onderwijs;master;1;0;0;0;0;0;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60436;M Applied Physics;voltijd onderwijs;master;109;12;113;10;131;12;144;18;168;26
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60437;M Chemical Engineering;voltijd onderwijs;master;114;28;120;30;142;37;163;55;169;68
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60438;M Computer Science and Engineering;deeltijd onderwijs;master;2;0;2;0;0;0;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60438;M Computer Science and Engineering;voltijd onderwijs;master;137;16;147;15;172;23;190;34;232;41
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60439;M Mechanical Engineering;deeltijd onderwijs;master;1;0;0;0;0;0;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60439;M Mechanical Engineering;voltijd onderwijs;master;327;18;357;28;423;33;422;35;441;34
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60441;M Industrial Design;voltijd onderwijs;master;94;40;81;58;91;59;91;65;85;79
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60443;M Sustainable Energy Technology;voltijd onderwijs;master;109;20;93;24;98;27;91;26;87;25
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);65018;M Data Science and Entrepreneurship (joint degree);voltijd onderwijs;master;0;0;0;0;0;0;3;0;15;2
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);66226;M Biomedical Engineering;deeltijd onderwijs;master;1;0;0;0;0;0;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);66226;M Biomedical Engineering;voltijd onderwijs;master;80;56;82;51;98;75;103;83;119;99
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);66265;M Innovation Sciences;deeltijd onderwijs;master;3;2;2;1;1;2;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);66265;M Innovation Sciences;voltijd onderwijs;master;44;17;42;23;48;21;50;19;44;15
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);66430;M Operations Management and Logistics;voltijd onderwijs;master;202;56;239;64;270;82;296;86;286;93
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);66904;M Science and Technology of Nuclear Fusion;voltijd onderwijs;master;8;1;18;1;27;2;30;1;31;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);69301;M Building Services;deeltijd onderwijs;master;1;0;0;0;0;0;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);69301;M Building Services;voltijd onderwijs;master;4;1;0;0;0;0;0;0;0;0
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;postmaster;21PG;Technische Universiteit Eindhoven;onderwijs;universitaire lerarenopleidingen;68404;M Science Education and Communication;deeltijd onderwijs;master;6;1;6;2;6;4;5;2;5;3
Noord-Brabant;0772;EINDHOVEN;reguliere inst.;postmaster;21PG;Technische Universiteit Eindhoven;onderwijs;universitaire lerarenopleidingen;68404;M Science Education and Communication;voltijd onderwijs;master;29;13;24;12;42;23;36;24;37;18
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;economie;n.v.t. (economie);50750;B Bedrijfseconomie;voltijd onderwijs;bachelor;1192;481;1137;452;1469;559;1529;561;1516;593
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;economie;n.v.t. (economie);50950;B Economie en Bedrijfseconomie;voltijd onderwijs;bachelor;226;52;232;60;222;63;247;73;303;82
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;economie;n.v.t. (economie);50952;B International Business Administration;voltijd onderwijs;bachelor;357;255;340;236;405;248;468;285;524;309
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;economie;n.v.t. (economie);56401;B Economie;voltijd onderwijs;bachelor;94;47;92;59;109;61;131;74;132;59
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;economie;n.v.t. (economie);56402;B Fiscale Economie;voltijd onderwijs;bachelor;185;76;164;74;167;78;165;77;167;72
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;economie;n.v.t. (economie);56833;B Econometrie en Operationele Research;voltijd onderwijs;bachelor;227;83;215;82;225;89;235;95;277;126
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50754;B Organisatiewetenschappen;voltijd onderwijs;bachelor;165;212;173;192;191;217;206;229;184;256
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50755;B Personeelwetenschappen;voltijd onderwijs;bachelor;76;196;72;223;79;217;75;234;72;237
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56601;B Sociologie;voltijd onderwijs;bachelor;63;95;49;76;39;63;41;75;40;85
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;voltijd onderwijs;bachelor;284;739;272;643;232;592;265;688;322;846
