PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;OPLEIDINGSFASE ACTUEEL;2013 MAN;2013 VROUW;2014 MAN;2014 VROUW;2015 MAN;2015 VROUW;2016 MAN;2016 VROUW;2017 MAN;2017 VROUW
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56627;B Bestuurskunde;voltijd onderwijs;bachelor;141;74;131;73;135;72;121;74;122;87
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;natuur;n.v.t. (natuur);50951;B Economie en Informatica;voltijd onderwijs;bachelor;60;2;31;1;11;0;4;0;0;0
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;deeltijd onderwijs;bachelor;11;18;8;13;4;6;2;2;0;1
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;voltijd onderwijs;bachelor;321;544;320;594;332;597;354;624;353;698
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;recht;n.v.t. (recht);50753;B Ondernemingsrecht;voltijd onderwijs;bachelor;71;55;37;31;19;17;8;6;0;0
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;recht;n.v.t. (recht);56475;B Global Law;voltijd onderwijs;bachelor;26;42;46;78;72;116;85;163;105;192
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;recht;n.v.t. (recht);56827;B Fiscaal Recht;deeltijd onderwijs;bachelor;17;7;10;3;3;5;4;1;0;0
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;recht;n.v.t. (recht);56827;B Fiscaal Recht;voltijd onderwijs;bachelor;126;86;135;86;135;89;166;130;155;143
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;sectoroverstijgend;sectoroverstijgend;50393;B Liberal Arts and Sciences;voltijd onderwijs;bachelor;118;140;119;140;113;141;107;164;113;183
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);50406;B Religie in Samenleving en Cultuur;deeltijd onderwijs;bachelor;0;2;0;0;0;0;0;0;0;0
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);50406;B Religie in Samenleving en Cultuur;voltijd onderwijs;bachelor;0;1;0;2;0;0;0;0;0;0
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);56081;B Wijsbegeerte;deeltijd onderwijs;bachelor;19;8;13;8;11;8;13;6;6;13
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);56081;B Wijsbegeerte;voltijd onderwijs;bachelor;52;30;52;33;53;44;53;34;52;33
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);56109;B Theologie;deeltijd onderwijs;bachelor;13;26;13;30;14;30;12;27;13;32
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);56109;B Theologie;voltijd onderwijs;bachelor;24;6;21;7;24;12;19;10;20;9
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);56823;B Algemene Cultuurwetenschappen;deeltijd onderwijs;bachelor;1;7;1;9;0;4;0;2;0;4
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);56823;B Algemene Cultuurwetenschappen;voltijd onderwijs;bachelor;12;70;13;58;12;75;14;87;23;114
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);56826;B Communicatie- en Informatiewetenschappen;deeltijd onderwijs;bachelor;3;2;2;4;1;3;0;1;0;0
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);56826;B Communicatie- en Informatiewetenschappen;voltijd onderwijs;bachelor;162;300;144;273;107;235;106;237;152;308
Noord-Brabant;0855;TILBURG;reguliere inst.;bachelor;21PN;Tilburg University;techniek;n.v.t. (techniek);55018;B Data Science (joint degree);voltijd onderwijs;bachelor;0;0;0;0;0;0;0;0;35;13
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60046;M Finance;voltijd onderwijs;master;294;97;251;75;278;79;277;82;276;81
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60056;M Econometrics and Mathematical Economics;voltijd onderwijs;master;13;8;18;10;28;12;24;16;34;18
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60057;M Operations Research and Management Science;voltijd onderwijs;master;33;17;32;9;40;12;42;18;52;23
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60058;M Quantitative Finance and Actuarial Science;voltijd onderwijs;master;45;20;39;16;31;15;30;8;35;6
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60059;M Accounting;voltijd onderwijs;master;214;92;166;92;0;0;0;0;0;0
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60060;M Accountancy;voltijd onderwijs;master;0;0;0;0;160;86;183;85;159;97
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60063;M Marketing Management;voltijd onderwijs;master;230;157;215;148;156;109;168;134;189;170
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60064;M Marketing Analytics;voltijd onderwijs;master;14;20;13;17;13;22;18;18;34;31
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60066;M Strategic Management;voltijd onderwijs;master;117;33;102;27;103;42;153;57;231;100
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60093;M Supply Chain Management;voltijd onderwijs;master;95;19;76;42;89;50;122;63;150;57
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60407;M International Management;voltijd onderwijs;master;48;34;46;40;45;39;46;43;69;50
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60898;M Economics and Finance of Aging;voltijd onderwijs;master;4;8;1;2;0;0;0;0;0;0
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60908;M Research Master in Business (research);voltijd onderwijs;master;25;25;34;24;28;15;27;10;31;10
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60909;M Research Master in Economics (research);voltijd onderwijs;master;21;15;21;18;23;15;19;5;21;7
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);66401;M Economics;voltijd onderwijs;master;60;27;71;45;82;46;88;52;86;38
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);66402;M Fiscale Economie;voltijd onderwijs;master;99;61;115;57;108;42;96;41;106;47
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60075;M Human Resource Studies;voltijd onderwijs;master;40;110;39;116;45;137;57;134;49;143
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60076;M Psychologie en Geestelijke Gezondheid;voltijd onderwijs;master;29;177;40;193;37;153;33;133;31;152
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60077;M Social Psychology;voltijd onderwijs;master;51;60;40;72;37;49;31;61;31;64
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60078;M Leisure Studies;voltijd onderwijs;master;6;12;3;2;0;0;0;0;0;0
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60394;M Social and Behavioural Sciences (research);voltijd onderwijs;master;15;14;13;19;16;16;17;18;10;23
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60754;M Organization Studies;voltijd onderwijs;master;95;81;78;86;75;91;62;85;63;73
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60954;M Individual Differences and Assessment (research);voltijd onderwijs;master;0;0;0;0;0;0;2;5;2;11
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66599;M Sociology;voltijd onderwijs;master;10;20;7;26;8;21;8;8;15;31
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66627;M Bestuurskunde;voltijd onderwijs;master;31;17;36;14;46;24;47;22;48;14
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;gezondheidszorg;n.v.t. (gezondheidszorg);66581;M Medische Psychologie;voltijd onderwijs;master;12;111;10;117;8;114;8;103;7;104
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;natuur;n.v.t. (natuur);60055;M Information Management;voltijd onderwijs;master;82;13;88;18;95;18;113;21;125;39
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60069;M Law and Technology;voltijd onderwijs;master;32;23;43;44;53;60;59;49;74;74
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60070;M Sociaal Recht en Sociale Politiek;duaal onderwijs;master;0;1;0;1;0;0;0;0;0;0
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60070;M Sociaal Recht en Sociale Politiek;voltijd onderwijs;master;2;12;2;8;1;3;5;11;6;32
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60072;M International Business Law;voltijd onderwijs;master;33;38;45;33;47;56;44;44;36;36
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60073;M International and European Public Law;voltijd onderwijs;master;23;53;0;0;0;0;0;0;0;0
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60084;M Rechtsgeleerdheid;deeltijd onderwijs;master;9;15;7;16;0;0;0;0;0;0
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60084;M Rechtsgeleerdheid;voltijd onderwijs;master;200;469;200;401;148;313;98;231;87;243
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60224;M International and European Law;voltijd onderwijs;master;0;0;37;61;40;74;30;93;31;80
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60393;M Research master in Law (research);voltijd onderwijs;master;8;21;8;18;11;17;11;11;8;11
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60408;M Ondernemingsrecht;voltijd onderwijs;master;84;49;67;46;56;39;50;48;55;51
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);66827;M Fiscaal Recht;deeltijd onderwijs;master;35;23;24;22;26;16;17;9;15;8
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);66827;M Fiscaal Recht;voltijd onderwijs;master;88;62;84;71;92;73;82;70;92;84
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;sectoroverstijgend;sectoroverstijgend;60686;M International Business Taxation;voltijd onderwijs;master;19;9;17;14;27;19;28;22;31;21
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;sectoroverstijgend;sectoroverstijgend;66725;M Victimology and Criminal Justice;voltijd onderwijs;master;10;51;16;71;20;71;19;66;7;57
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);60087;M Kunst- & cultuurwetenschappen;deeltijd onderwijs;master;0;6;0;9;1;6;1;8;1;7
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);60087;M Kunst- & cultuurwetenschappen;voltijd onderwijs;master;13;69;11;75;14;86;11;91;8;88
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);60128;M Filosofie (research);voltijd onderwijs;master;6;0;4;0;1;0;1;0;0;0
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);60257;M Theologie;deeltijd onderwijs;master;11;14;13;8;11;5;7;5;6;8
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);60257;M Theologie;voltijd onderwijs;master;8;8;10;6;9;6;8;9;12;6
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);60822;M Filosofie;deeltijd onderwijs;master;15;7;16;8;19;8;11;12;7;11
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);60822;M Filosofie;voltijd onderwijs;master;14;10;11;8;22;11;22;16;26;17
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;deeltijd onderwijs;master;5;6;4;4;2;4;3;2;0;1
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;voltijd onderwijs;master;5;6;1;3;2;3;3;6;1;3
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);60827;M Theologie & Religiewetenschappen (research);voltijd onderwijs;master;2;1;1;1;0;0;0;0;0;0
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);60834;M Communicatie- & Informatiewetenschappen (research);voltijd onderwijs;master;5;12;5;8;4;5;5;8;3;5
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);66826;M Communicatie- & Informatiewetenschappen;deeltijd onderwijs;master;1;1;3;2;4;1;3;3;1;2
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);66826;M Communicatie- & Informatiewetenschappen;voltijd onderwijs;master;78;218;89;175;103;179;112;228;148;227
Noord-Brabant;0855;TILBURG;reguliere inst.;master;21PN;Tilburg University;techniek;n.v.t. (techniek);65018;M Data Science and Entrepreneurship (joint degree);voltijd onderwijs;master;0;0;0;0;0;0;9;1;23;8
Noord-Brabant;0855;TILBURG;reguliere inst.;postmaster;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;60403;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Religie in Samenleving en Cultuur;deeltijd onderwijs;master;1;0;1;0;0;1;0;0;0;0
Noord-Brabant;0855;TILBURG;reguliere inst.;postmaster;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;60403;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Religie in Samenleving en Cultuur;voltijd onderwijs;master;0;4;0;3;0;0;0;0;0;0
Noord-Brabant;0855;TILBURG;reguliere inst.;postmaster;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68075;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Godsdienst en Levensbeschouwing;deeltijd onderwijs;master;0;0;0;0;2;4;1;5;2;2
Noord-Brabant;0855;TILBURG;reguliere inst.;postmaster;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68075;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Godsdienst en Levensbeschouwing;voltijd onderwijs;master;0;0;0;0;6;1;9;4;7;2
Noord-Brabant;0855;TILBURG;reguliere inst.;postmaster;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68501;M Leraar Voorbereidend Hoger Onderwijs in Algemene Economie;deeltijd onderwijs;master;0;1;0;2;0;1;0;0;0;0
Noord-Brabant;0855;TILBURG;reguliere inst.;postmaster;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68501;M Leraar Voorbereidend Hoger Onderwijs in Algemene Economie;voltijd onderwijs;master;3;3;6;2;6;4;8;3;4;3
Noord-Brabant;0855;TILBURG;reguliere inst.;postmaster;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68505;M Leraar Voorbereidend Hoger Onderwijs in Filosofie;deeltijd onderwijs;master;0;0;0;1;0;0;0;0;0;0
Noord-Brabant;0855;TILBURG;reguliere inst.;postmaster;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68505;M Leraar Voorbereidend Hoger Onderwijs in Filosofie;voltijd onderwijs;master;3;0;8;2;6;2;7;4;2;5
Noord-Brabant;0855;TILBURG;reguliere inst.;postmaster;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68509;M Leraar Voorbereidend Hoger Onderwijs in Maatschappijleer en Maatschappijwetenschappen;deeltijd onderwijs;master;1;0;0;0;0;0;0;0;0;0
Noord-Brabant;0855;TILBURG;reguliere inst.;postmaster;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68509;M Leraar Voorbereidend Hoger Onderwijs in Maatschappijleer en Maatschappijwetenschappen;voltijd onderwijs;master;12;12;9;8;9;11;6;7;3;7
Noord-Brabant;0855;TILBURG;reguliere inst.;postmaster;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68512;M Leraar Voorbereidend Hoger Onderwijs in Nederlands;deeltijd onderwijs;master;0;1;0;2;0;1;0;1;0;1
Noord-Brabant;0855;TILBURG;reguliere inst.;postmaster;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68512;M Leraar Voorbereidend Hoger Onderwijs in Nederlands;duaal onderwijs;master;0;0;0;0;1;0;0;0;0;1
Noord-Brabant;0855;TILBURG;reguliere inst.;postmaster;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68512;M Leraar Voorbereidend Hoger Onderwijs in Nederlands;voltijd onderwijs;master;2;12;1;16;0;15;1;12;3;13
Noord-Brabant;0855;TILBURG;reguliere inst.;postmaster;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68518;M Leraar Voorbereidend Hoger Onderwijs in Management en Organisatie;deeltijd onderwijs;master;0;1;0;1;0;0;0;0;0;0
Noord-Brabant;0855;TILBURG;reguliere inst.;postmaster;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68518;M Leraar Voorbereidend Hoger Onderwijs in Management en Organisatie;duaal onderwijs;master;0;0;0;0;1;0;0;0;0;0
Noord-Brabant;0855;TILBURG;reguliere inst.;postmaster;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68518;M Leraar Voorbereidend Hoger Onderwijs in Management en Organisatie;voltijd onderwijs;master;7;3;7;1;10;2;7;4;5;2
Noord-Holland;0363;AMSTERDAM;WO kleine univ.;bachelor;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);50021;B Theologie Klassiek;deeltijd onderwijs;bachelor;3;3;0;2;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;WO kleine univ.;bachelor;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);50021;B Theologie Klassiek;voltijd onderwijs;bachelor;16;8;3;4;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;WO kleine univ.;bachelor;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);55004;B Theologie (joint degree);deeltijd onderwijs;bachelor;3;1;6;2;4;2;9;2;7;3
Noord-Holland;0363;AMSTERDAM;WO kleine univ.;bachelor;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);55004;B Theologie (joint degree);voltijd onderwijs;bachelor;17;5;23;8;19;6;20;9;16;8
Noord-Holland;0363;AMSTERDAM;WO kleine univ.;master;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);60261;M Predikantschap;voltijd onderwijs;master;9;17;7;23;10;20;11;17;11;22
Noord-Holland;0363;AMSTERDAM;WO kleine univ.;master;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);60262;M Geestelijke Verzorging;voltijd onderwijs;master;2;7;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;WO kleine univ.;master;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);60264;M Verdieping;deeltijd onderwijs;master;2;3;0;0;0;0;0;0;2;0
